order_id,order_date,warehouse,carrier,dest_province,ship_mode,category,order_value,pickup_date,pickup_days,pickup_on_time,promised_delivery_date,actual_delivery_date,on_time,days_late,accuracy_status,shipping_cost
ORD-037560,2025-05-22,Toronto,Prairie Express,MB,Express,Electronics,178.9,2025-05-24,2,True,2025-05-25,2025-05-25,True,0,accurate,35.01
ORD-037561,2025-07-10,Vancouver,Maple Freight,BC,Express,Home & Kitchen,129.5,2025-07-12,2,True,2025-07-13,2025-07-13,True,0,accurate,24.63
ORD-037562,2025-01-31,Toronto,Maple Freight,QC,Standard,Grocery,39.77,2025-02-01,1,True,2025-02-06,2025-02-06,True,0,accurate,12.31
ORD-037563,2024-06-18,Montreal,CanParcel,QC,Express,Electronics,246.69,2024-06-21,3,False,2024-06-21,2024-06-20,True,0,accurate,22.57
ORD-037564,2024-04-23,Calgary,CanParcel,AB,Standard,Health & Personal Care,44.43,2024-04-24,1,True,2024-04-29,2024-04-27,True,0,accurate,9.11
ORD-037565,2025-04-26,Toronto,CanParcel,ON,Priority,Electronics,108.13,2025-04-28,2,True,2025-04-28,2025-04-28,True,0,accurate,14.8
ORD-037566,2025-02-11,Montreal,BudgetHaul,QC,Priority,Home & Kitchen,64.65,2025-02-14,3,False,2025-02-13,2025-02-19,False,6,accurate,14.78
ORD-037567,2025-02-28,Montreal,Maple Freight,ON,Standard,Electronics,163.04,2025-03-01,1,True,2025-03-06,2025-03-05,True,0,accurate,10.75
ORD-037568,2024-01-14,Montreal,CanParcel,QC,Standard,Electronics,204.68,2024-01-17,3,False,2024-01-20,2024-01-20,True,0,accurate,9.37
ORD-037569,2024-12-08,Vancouver,BudgetHaul,AB,Standard,Grocery,19.87,2024-12-11,3,False,2024-12-14,2024-12-13,True,0,accurate,12.09
ORD-037570,2025-05-17,Toronto,Maple Freight,ON,Express,Grocery,46.61,2025-05-18,1,True,2025-05-20,2025-05-20,True,0,accurate,20.02
ORD-037571,2024-06-30,Toronto,Prairie Express,MB,Express,Home & Kitchen,36.58,2024-07-01,1,True,2024-07-03,2024-07-01,True,0,accurate,37.59
ORD-037572,2025-06-21,Calgary,NorthStar Logistics,MB,Priority,Health & Personal Care,80.63,2025-06-22,1,True,2025-06-23,2025-06-23,True,0,accurate,20.24
ORD-037573,2024-06-23,Vancouver,Maple Freight,BC,Standard,Grocery,32.19,2024-06-25,2,True,2024-06-29,2024-06-28,True,0,accurate,9.01
ORD-037574,2025-09-05,Calgary,BudgetHaul,AB,Standard,Electronics,99.62,2025-09-08,3,False,2025-09-11,2025-09-11,True,0,accurate,9.07
ORD-037575,2024-03-01,Vancouver,CanParcel,AB,Standard,Health & Personal Care,40.97,2024-03-03,2,True,2024-03-07,2024-03-05,True,0,accurate,11.97
ORD-037576,2025-09-05,Vancouver,BudgetHaul,BC,Standard,Electronics,130.77,2025-09-09,4,False,2025-09-11,2025-09-10,True,0,accurate,8.7
ORD-037577,2024-06-02,Calgary,NorthStar Logistics,AB,Express,Grocery,8.79,2024-06-03,1,True,2024-06-05,2024-06-04,True,0,accurate,19.15
ORD-037578,2024-12-03,Calgary,CanParcel,AB,Standard,Health & Personal Care,47.82,2024-12-04,1,True,2024-12-09,2024-12-09,True,0,accurate,10.17
ORD-037579,2025-01-02,Toronto,CanParcel,SK,Express,Electronics,103.38,2025-01-03,1,True,2025-01-05,2025-01-04,True,0,accurate,30.53
ORD-037580,2025-07-28,Toronto,Maple Freight,ON,Priority,Health & Personal Care,64.93,2025-07-30,2,True,2025-07-30,2025-07-28,True,0,accurate,14.07
ORD-037581,2024-11-23,Montreal,NorthStar Logistics,QC,Standard,Health & Personal Care,24.65,2024-11-24,1,True,2024-11-29,2024-11-27,True,0,accurate,8.39
ORD-037582,2025-02-22,Montreal,NorthStar Logistics,QC,Standard,Electronics,134.51,2025-02-23,1,True,2025-02-28,2025-02-28,True,0,accurate,10.58
ORD-037583,2024-11-25,Toronto,Prairie Express,ON,Standard,Home & Kitchen,136.69,2024-11-27,2,True,2024-12-01,2024-11-29,True,0,accurate,10.95
ORD-037584,2024-12-31,Vancouver,NorthStar Logistics,BC,Priority,Electronics,46.2,2025-01-02,2,True,2025-01-02,2025-01-02,True,0,accurate,13.66
ORD-037585,2025-12-14,Toronto,Prairie Express,ON,Express,Health & Personal Care,126.13,2025-12-17,3,False,2025-12-17,2025-12-17,True,0,accurate,23.86
ORD-037586,2024-01-09,Montreal,NorthStar Logistics,QC,Express,Electronics,105.2,2024-01-10,1,True,2024-01-12,2024-01-10,True,0,accurate,21.87
ORD-037587,2025-08-25,Vancouver,BudgetHaul,BC,Standard,Electronics,102.58,2025-08-28,3,False,2025-08-31,2025-08-29,True,0,accurate,9.81
ORD-037588,2025-06-06,Toronto,BudgetHaul,ON,Standard,Home & Kitchen,31.23,2025-06-09,3,False,2025-06-12,2025-06-12,True,0,accurate,7.94
ORD-037589,2025-03-09,Toronto,Maple Freight,ON,Standard,Electronics,118.81,2025-03-10,1,True,2025-03-15,2025-03-13,True,0,accurate,9.43
ORD-037590,2024-05-20,Vancouver,BudgetHaul,BC,Express,Electronics,171.32,2024-05-23,3,False,2024-05-23,2024-05-23,True,0,accurate,23.78
ORD-037591,2024-12-12,Toronto,BudgetHaul,PE,Standard,Health & Personal Care,66.43,2024-12-14,2,True,2024-12-18,2024-12-17,True,0,accurate,16.23
ORD-037592,2025-09-02,Calgary,NorthStar Logistics,SK,Standard,Home & Kitchen,54.85,2025-09-03,1,True,2025-09-08,2025-09-07,True,0,accurate,10.26
ORD-037593,2024-01-19,Toronto,NorthStar Logistics,ON,Standard,Apparel,16.2,2024-01-20,1,True,2024-01-25,2024-01-25,True,0,accurate,8.09
ORD-037594,2024-06-11,Toronto,NorthStar Logistics,MB,Standard,Electronics,228.26,2024-06-13,2,True,2024-06-17,2024-06-15,True,0,accurate,16.59
ORD-037595,2024-11-07,Toronto,BudgetHaul,ON,Standard,Apparel,101.35,2024-11-11,4,False,2024-11-13,2024-11-11,True,0,accurate,8.51
ORD-037596,2025-12-06,Toronto,CanParcel,QC,Priority,Health & Personal Care,82.59,2025-12-07,1,True,2025-12-08,2025-12-08,True,0,accurate,17.51
ORD-037597,2025-10-12,Montreal,NorthStar Logistics,ON,Standard,Grocery,178.47,2025-10-13,1,True,2025-10-18,2025-10-17,True,0,accurate,12.97
ORD-037598,2025-06-05,Toronto,Maple Freight,ON,Standard,Grocery,55.03,2025-06-07,2,True,2025-06-11,2025-06-09,True,0,accurate,8.47
ORD-037599,2025-02-05,Montreal,Maple Freight,QC,Standard,Electronics,247.8,2025-02-07,2,True,2025-02-11,2025-02-13,False,2,accurate,9.83
ORD-037600,2024-08-29,Calgary,CanParcel,MB,Standard,Apparel,42.34,2024-08-30,1,True,2024-09-04,2024-09-03,True,0,accurate,10.33
ORD-037601,2025-01-13,Vancouver,Prairie Express,BC,Standard,Home & Kitchen,147.64,2025-01-16,3,False,2025-01-19,2025-01-22,False,3,accurate,10.28
ORD-037602,2025-03-21,Vancouver,CanParcel,BC,Priority,Electronics,59.45,2025-03-23,2,True,2025-03-23,2025-03-22,True,0,accurate,15.89
ORD-037603,2024-09-21,Montreal,Prairie Express,QC,Standard,Electronics,140.49,2024-09-23,2,True,2024-09-27,2024-09-27,True,0,accurate,10.69
ORD-037604,2024-05-04,Toronto,CanParcel,ON,Express,Electronics,73.98,2024-05-05,1,True,2024-05-07,2024-05-06,True,0,accurate,23.33
ORD-037605,2024-12-21,Montreal,Maple Freight,ON,Standard,Home & Kitchen,27.82,2024-12-22,1,True,2024-12-27,2024-12-27,True,0,accurate,11.79
ORD-037606,2024-12-24,Toronto,NorthStar Logistics,ON,Standard,Apparel,51.82,2024-12-27,3,False,2024-12-30,2024-12-31,False,1,accurate,9.42
ORD-037607,2024-06-30,Montreal,Prairie Express,QC,Standard,Electronics,206.98,2024-07-02,2,True,2024-07-06,2024-07-06,True,0,accurate,11.33
ORD-037608,2025-07-09,Toronto,CanParcel,ON,Standard,Electronics,91.39,2025-07-10,1,True,2025-07-15,2025-07-15,True,0,accurate,10.64
ORD-037609,2024-06-29,Montreal,Maple Freight,QC,Standard,Grocery,32.76,2024-07-02,3,False,2024-07-05,2024-07-05,True,0,accurate,8.86
ORD-037610,2024-10-09,Vancouver,CanParcel,BC,Standard,Home & Kitchen,70.8,2024-10-10,1,True,2024-10-15,2024-10-13,True,0,accurate,10.46
ORD-037611,2024-02-06,Calgary,CanParcel,MB,Standard,Apparel,26.15,2024-02-07,1,True,2024-02-12,2024-02-10,True,0,accurate,9.42
ORD-037612,2024-11-25,Toronto,Prairie Express,ON,Standard,Electronics,64.4,2024-11-28,3,False,2024-12-01,2024-12-01,True,0,accurate,10.0
ORD-037613,2024-06-29,Montreal,Prairie Express,QC,Standard,Home & Kitchen,48.69,2024-06-30,1,True,2024-07-05,2024-07-04,True,0,accurate,9.99
ORD-037614,2025-09-14,Vancouver,Maple Freight,BC,Express,Health & Personal Care,103.9,2025-09-16,2,True,2025-09-17,2025-09-17,True,0,accurate,20.23
ORD-037615,2025-10-24,Montreal,Maple Freight,ON,Standard,Electronics,506.02,2025-10-27,3,False,2025-10-30,2025-10-28,True,0,accurate,16.55
ORD-037616,2024-01-30,Vancouver,Maple Freight,BC,Standard,Grocery,117.38,2024-01-31,1,True,2024-02-05,2024-02-03,True,0,accurate,9.26
ORD-037617,2024-06-21,Vancouver,Prairie Express,BC,Standard,Apparel,103.49,2024-06-22,1,True,2024-06-27,2024-06-26,True,0,accurate,10.42
ORD-037618,2024-09-16,Montreal,BudgetHaul,QC,Priority,Apparel,44.85,2024-09-18,2,True,2024-09-18,2024-09-17,True,0,accurate,16.76
ORD-037619,2025-06-19,Montreal,CanParcel,PE,Standard,Apparel,40.52,2025-06-20,1,True,2025-06-25,2025-06-28,False,3,accurate,14.59
ORD-037620,2025-04-02,Montreal,CanParcel,PE,Standard,Electronics,84.44,2025-04-05,3,False,2025-04-08,2025-04-06,True,0,accurate,14.63
ORD-037621,2024-01-22,Toronto,CanParcel,ON,Express,Apparel,24.99,2024-01-23,1,True,2024-01-25,2024-01-23,True,0,accurate,23.59
ORD-037622,2024-07-15,Toronto,BudgetHaul,QC,Express,Grocery,24.6,2024-07-19,4,False,2024-07-18,2024-07-17,True,0,accurate,25.51
ORD-037623,2025-02-19,Montreal,CanParcel,NS,Standard,Grocery,29.15,2025-02-19,0,True,2025-02-25,2025-02-23,True,0,accurate,16.69
ORD-037624,2025-03-13,Montreal,Prairie Express,NL,Express,Electronics,266.31,2025-03-15,2,True,2025-03-16,2025-03-15,True,0,accurate,35.83
ORD-037625,2025-11-11,Montreal,Prairie Express,ON,Standard,Electronics,126.61,2025-11-12,1,True,2025-11-17,2025-11-17,True,0,accurate,12.88
ORD-037626,2024-04-10,Vancouver,Maple Freight,BC,Standard,Electronics,160.64,2024-04-11,1,True,2024-04-16,2024-04-14,True,0,accurate,10.56
ORD-037627,2025-06-26,Montreal,Prairie Express,QC,Express,Electronics,81.85,2025-06-28,2,True,2025-06-29,2025-06-28,True,0,accurate,21.66
ORD-037628,2024-12-20,Montreal,NorthStar Logistics,QC,Standard,Apparel,39.42,2024-12-24,4,False,2024-12-26,2024-12-26,True,0,accurate,9.75
ORD-037629,2025-08-02,Toronto,CanParcel,ON,Standard,Apparel,20.11,2025-08-03,1,True,2025-08-08,2025-08-06,True,0,accurate,8.18
ORD-037630,2025-03-08,Calgary,NorthStar Logistics,AB,Standard,Apparel,53.77,2025-03-10,2,True,2025-03-14,2025-03-13,True,0,accurate,8.64
ORD-037631,2024-04-26,Toronto,Maple Freight,ON,Standard,Health & Personal Care,95.95,2024-05-01,5,False,2024-05-02,2024-05-01,True,0,accurate,10.62
ORD-037632,2024-08-08,Calgary,NorthStar Logistics,AB,Standard,Apparel,64.51,2024-08-09,1,True,2024-08-14,2024-08-14,True,0,accurate,8.4
ORD-037633,2025-09-26,Toronto,CanParcel,ON,Express,Electronics,144.61,2025-09-28,2,True,2025-09-29,2025-09-29,True,0,accurate,25.87
ORD-037634,2024-07-06,Montreal,CanParcel,QC,Priority,Electronics,180.5,2024-07-07,1,True,2024-07-08,2024-07-06,True,0,accurate,15.19
ORD-037635,2024-10-29,Toronto,BudgetHaul,SK,Priority,Electronics,122.07,2024-11-02,4,False,2024-10-31,2024-10-31,True,0,accurate,24.52
ORD-037636,2025-05-19,Calgary,CanParcel,SK,Standard,Apparel,190.71,2025-05-22,3,False,2025-05-25,2025-05-24,True,0,accurate,13.33
ORD-037637,2024-12-16,Toronto,Maple Freight,ON,Priority,Grocery,21.51,2024-12-18,2,True,2024-12-18,2024-12-17,True,0,accurate,15.9
ORD-037638,2024-06-26,Calgary,Maple Freight,MB,Priority,Electronics,104.55,2024-06-30,4,False,2024-06-28,2024-06-27,True,0,accurate,21.11
ORD-037639,2024-07-07,Toronto,Prairie Express,MB,Standard,Home & Kitchen,60.06,2024-07-08,1,True,2024-07-13,2024-07-13,True,0,accurate,15.43
ORD-037640,2025-09-19,Toronto,CanParcel,ON,Standard,Health & Personal Care,31.94,2025-09-20,1,True,2025-09-25,2025-09-24,True,0,accurate,7.8
ORD-037641,2025-05-14,Montreal,Maple Freight,ON,Standard,Grocery,100.34,2025-05-15,1,True,2025-05-20,2025-05-20,True,0,accurate,11.07
ORD-037642,2025-12-22,Montreal,Maple Freight,QC,Standard,Health & Personal Care,105.62,2025-12-24,2,True,2025-12-28,2025-12-27,True,0,accurate,9.43
ORD-037643,2024-10-02,Montreal,NorthStar Logistics,QC,Standard,Apparel,144.3,2024-10-03,1,True,2024-10-08,2024-10-08,True,0,missing item,9.46
ORD-037644,2024-01-02,Toronto,Maple Freight,ON,Standard,Grocery,26.24,2024-01-04,2,True,2024-01-08,2024-01-06,True,0,accurate,8.35
ORD-037645,2024-07-11,Vancouver,Prairie Express,AB,Standard,Apparel,60.02,2024-07-12,1,True,2024-07-17,2024-07-15,True,0,accurate,12.46
ORD-037646,2024-02-11,Toronto,NorthStar Logistics,ON,Standard,Grocery,38.24,2024-02-13,2,True,2024-02-17,2024-02-19,False,2,accurate,9.68
ORD-037647,2024-11-10,Toronto,Maple Freight,ON,Express,Home & Kitchen,77.84,2024-11-11,1,True,2024-11-13,2024-11-13,True,0,accurate,20.81
ORD-037648,2024-06-14,Toronto,NorthStar Logistics,PE,Standard,Electronics,174.01,2024-06-15,1,True,2024-06-20,2024-06-19,True,0,accurate,17.31
ORD-037649,2024-11-05,Toronto,NorthStar Logistics,ON,Express,Electronics,332.95,2024-11-06,1,True,2024-11-08,2024-11-08,True,0,accurate,26.36
ORD-037650,2024-01-05,Montreal,CanParcel,NL,Standard,Electronics,94.79,2024-01-08,3,False,2024-01-11,2024-01-11,True,0,accurate,16.96
ORD-037651,2025-12-06,Calgary,Maple Freight,MB,Standard,Apparel,80.98,2025-12-08,2,True,2025-12-12,2025-12-11,True,0,accurate,11.41
ORD-037652,2024-12-08,Toronto,Prairie Express,QC,Express,Home & Kitchen,77.73,2024-12-09,1,True,2024-12-11,2024-12-10,True,0,accurate,24.35
ORD-037653,2024-11-03,Calgary,NorthStar Logistics,MB,Standard,Grocery,32.95,2024-11-04,1,True,2024-11-09,2024-11-08,True,0,accurate,12.54
ORD-037654,2024-01-17,Toronto,CanParcel,QC,Priority,Electronics,353.86,2024-01-18,1,True,2024-01-19,2024-01-19,True,0,accurate,21.45
ORD-037655,2025-02-10,Montreal,CanParcel,ON,Priority,Electronics,87.16,2025-02-10,0,True,2025-02-12,2025-02-11,True,0,damaged,19.35
ORD-037656,2024-10-04,Vancouver,Prairie Express,BC,Standard,Apparel,36.06,2024-10-06,2,True,2024-10-10,2024-10-08,True,0,accurate,9.02
ORD-037657,2025-12-17,Montreal,Maple Freight,PE,Standard,Grocery,61.27,2025-12-22,5,False,2025-12-23,2025-12-21,True,0,accurate,13.44
ORD-037658,2025-05-23,Montreal,CanParcel,QC,Priority,Apparel,39.81,2025-05-24,1,True,2025-05-25,2025-05-24,True,0,accurate,15.2
ORD-037659,2024-02-06,Vancouver,CanParcel,AB,Express,Apparel,65.84,2024-02-07,1,True,2024-02-09,2024-02-08,True,0,accurate,24.36
ORD-037660,2025-11-16,Toronto,CanParcel,ON,Standard,Grocery,72.5,2025-11-18,2,True,2025-11-22,2025-11-21,True,0,accurate,10.26
ORD-037661,2025-01-05,Toronto,BudgetHaul,ON,Express,Home & Kitchen,210.61,2025-01-09,4,False,2025-01-08,2025-01-07,True,0,accurate,22.99
ORD-037662,2024-04-07,Vancouver,Maple Freight,BC,Standard,Apparel,113.15,2024-04-09,2,True,2024-04-13,2024-04-12,True,0,accurate,10.14
ORD-037663,2025-01-28,Montreal,CanParcel,ON,Standard,Health & Personal Care,77.52,2025-01-29,1,True,2025-02-03,2025-02-02,True,0,accurate,9.83
ORD-037664,2025-11-04,Vancouver,Prairie Express,AB,Standard,Apparel,44.05,2025-11-05,1,True,2025-11-10,2025-11-08,True,0,damaged,11.07
ORD-037665,2024-01-29,Toronto,CanParcel,ON,Standard,Grocery,28.83,2024-01-31,2,True,2024-02-04,2024-02-04,True,0,accurate,8.44
ORD-037666,2025-10-05,Montreal,Prairie Express,NB,Standard,Electronics,149.28,2025-10-07,2,True,2025-10-11,2025-10-09,True,0,accurate,16.78
ORD-037667,2024-08-27,Calgary,Maple Freight,AB,Standard,Apparel,27.6,2024-08-29,2,True,2024-09-02,2024-08-31,True,0,accurate,8.85
ORD-037668,2025-06-21,Toronto,CanParcel,ON,Priority,Grocery,60.79,2025-06-22,1,True,2025-06-23,2025-06-23,True,0,accurate,14.61
ORD-037669,2025-10-31,Montreal,NorthStar Logistics,NL,Standard,Electronics,104.78,2025-11-01,1,True,2025-11-06,2025-11-04,True,0,accurate,17.45
ORD-037670,2025-01-25,Montreal,NorthStar Logistics,NB,Express,Apparel,83.78,2025-01-26,1,True,2025-01-28,2025-02-02,False,5,accurate,33.0
ORD-037671,2025-12-11,Vancouver,CanParcel,BC,Standard,Electronics,345.14,2025-12-12,1,True,2025-12-17,2025-12-16,True,0,accurate,12.03
ORD-037672,2024-12-28,Toronto,BudgetHaul,PE,Standard,Home & Kitchen,33.81,2025-01-02,5,False,2025-01-03,2025-01-06,False,3,accurate,15.44
ORD-037673,2024-11-10,Toronto,Maple Freight,ON,Standard,Home & Kitchen,38.34,2024-11-11,1,True,2024-11-16,2024-11-14,True,0,accurate,9.24
ORD-037674,2025-11-22,Calgary,NorthStar Logistics,AB,Standard,Apparel,56.98,2025-11-24,2,True,2025-11-28,2025-11-27,True,0,accurate,8.6
ORD-037675,2025-01-02,Toronto,Maple Freight,NS,Standard,Electronics,144.72,2025-01-04,2,True,2025-01-08,2025-01-06,True,0,accurate,17.83
ORD-037676,2024-07-08,Toronto,Prairie Express,ON,Standard,Electronics,186.65,2024-07-09,1,True,2024-07-14,2024-07-13,True,0,accurate,11.21
ORD-037677,2025-06-28,Vancouver,CanParcel,BC,Standard,Health & Personal Care,51.82,2025-06-29,1,True,2025-07-04,2025-07-02,True,0,accurate,8.84
ORD-037678,2024-04-14,Vancouver,Prairie Express,BC,Express,Health & Personal Care,22.06,2024-04-15,1,True,2024-04-17,2024-04-17,True,0,accurate,21.99
ORD-037679,2025-09-15,Calgary,BudgetHaul,MB,Express,Grocery,25.91,2025-09-18,3,False,2025-09-18,2025-09-16,True,0,accurate,24.7
ORD-037680,2025-02-25,Toronto,NorthStar Logistics,ON,Standard,Home & Kitchen,76.24,2025-03-01,4,False,2025-03-03,2025-03-02,True,0,accurate,10.01
ORD-037681,2025-07-27,Calgary,Prairie Express,AB,Priority,Health & Personal Care,51.47,2025-07-29,2,True,2025-07-29,2025-07-28,True,0,accurate,17.07
ORD-037682,2024-02-23,Calgary,Maple Freight,MB,Standard,Grocery,77.93,2024-02-26,3,False,2024-02-29,2024-02-28,True,0,accurate,12.91
ORD-037683,2025-09-14,Montreal,CanParcel,QC,Standard,Electronics,348.06,2025-09-14,0,True,2025-09-20,2025-09-19,True,0,accurate,12.56
ORD-037684,2024-08-25,Montreal,NorthStar Logistics,ON,Standard,Apparel,96.6,2024-08-26,1,True,2024-08-31,2024-08-30,True,0,accurate,10.91
ORD-037685,2024-01-15,Toronto,Maple Freight,ON,Standard,Electronics,76.62,2024-01-16,1,True,2024-01-21,2024-01-19,True,0,accurate,8.23
ORD-037686,2024-11-15,Vancouver,Prairie Express,AB,Priority,Apparel,47.71,2024-11-16,1,True,2024-11-17,2024-11-15,True,0,accurate,21.55
ORD-037687,2025-10-22,Montreal,Prairie Express,ON,Express,Electronics,74.65,2025-10-24,2,True,2025-10-25,2025-10-23,True,0,accurate,25.3
ORD-037688,2025-07-03,Vancouver,Prairie Express,BC,Standard,Apparel,126.95,2025-07-04,1,True,2025-07-09,2025-07-10,False,1,accurate,9.01
ORD-037689,2024-02-14,Montreal,BudgetHaul,QC,Standard,Apparel,73.99,2024-02-18,4,False,2024-02-20,2024-02-18,True,0,accurate,10.17
ORD-037690,2025-11-14,Vancouver,BudgetHaul,BC,Standard,Grocery,17.26,2025-11-17,3,False,2025-11-20,2025-11-19,True,0,accurate,7.76
ORD-037691,2024-03-10,Vancouver,Maple Freight,BC,Standard,Apparel,149.02,2024-03-13,3,False,2024-03-16,2024-03-15,True,0,accurate,9.71
ORD-037692,2024-10-30,Toronto,NorthStar Logistics,ON,Standard,Electronics,47.08,2024-10-31,1,True,2024-11-05,2024-11-03,True,0,accurate,10.19
ORD-037693,2024-07-18,Montreal,NorthStar Logistics,NB,Standard,Home & Kitchen,295.84,2024-07-19,1,True,2024-07-24,2024-07-24,True,0,accurate,17.84
ORD-037694,2025-10-10,Montreal,Maple Freight,QC,Standard,Electronics,170.8,2025-10-11,1,True,2025-10-16,2025-10-16,True,0,accurate,9.07
ORD-037695,2024-12-16,Toronto,CanParcel,MB,Express,Home & Kitchen,81.52,2024-12-18,2,True,2024-12-19,2024-12-19,True,0,accurate,34.64
ORD-037696,2025-12-14,Montreal,Prairie Express,NL,Standard,Grocery,42.43,2025-12-15,1,True,2025-12-20,2025-12-18,True,0,accurate,16.19
ORD-037697,2025-07-17,Toronto,NorthStar Logistics,NS,Express,Apparel,61.47,2025-07-18,1,True,2025-07-20,2025-07-19,True,0,accurate,34.33
ORD-037698,2025-10-23,Vancouver,Prairie Express,BC,Priority,Apparel,19.69,2025-10-25,2,True,2025-10-25,2025-10-25,True,0,accurate,15.92
ORD-037699,2024-12-04,Calgary,CanParcel,AB,Express,Apparel,131.02,2024-12-06,2,True,2024-12-07,2024-12-06,True,0,accurate,21.79
ORD-037700,2025-07-02,Montreal,CanParcel,QC,Express,Grocery,148.83,2025-07-03,1,True,2025-07-05,2025-07-03,True,0,accurate,25.41
ORD-037701,2024-07-22,Toronto,NorthStar Logistics,QC,Express,Apparel,84.08,2024-07-24,2,True,2024-07-25,2024-07-25,True,0,accurate,27.23
ORD-037702,2024-06-28,Calgary,Prairie Express,AB,Express,Grocery,35.86,2024-06-30,2,True,2024-07-01,2024-06-29,True,0,accurate,19.62
ORD-037703,2024-02-10,Calgary,CanParcel,SK,Standard,Electronics,128.17,2024-02-10,0,True,2024-02-16,2024-02-16,True,0,accurate,13.45
ORD-037704,2025-09-27,Montreal,CanParcel,PE,Priority,Apparel,18.69,2025-09-29,2,True,2025-09-29,2025-09-27,True,0,accurate,29.3
ORD-037705,2025-10-01,Vancouver,NorthStar Logistics,BC,Standard,Home & Kitchen,38.82,2025-10-04,3,False,2025-10-07,2025-10-05,True,0,accurate,7.89
ORD-037706,2025-10-16,Calgary,Maple Freight,MB,Standard,Health & Personal Care,8.26,2025-10-17,1,True,2025-10-22,2025-10-20,True,0,accurate,10.93
ORD-037707,2025-02-17,Vancouver,Maple Freight,BC,Standard,Health & Personal Care,36.08,2025-02-18,1,True,2025-02-23,2025-02-21,True,0,accurate,9.5
ORD-037708,2024-06-28,Calgary,Prairie Express,AB,Standard,Electronics,144.62,2024-06-30,2,True,2024-07-04,2024-07-04,True,0,accurate,9.95
ORD-037709,2025-08-14,Calgary,CanParcel,MB,Standard,Apparel,40.0,2025-08-19,5,False,2025-08-20,2025-08-18,True,0,accurate,11.11
ORD-037710,2025-07-24,Montreal,CanParcel,QC,Standard,Electronics,158.79,2025-07-26,2,True,2025-07-30,2025-07-30,True,0,accurate,10.36
ORD-037711,2024-05-09,Montreal,NorthStar Logistics,QC,Express,Apparel,40.88,2024-05-12,3,False,2024-05-12,2024-05-12,True,0,accurate,19.41
ORD-037712,2024-05-12,Toronto,NorthStar Logistics,ON,Standard,Apparel,60.97,2024-05-13,1,True,2024-05-18,2024-05-18,True,0,accurate,8.09
ORD-037713,2025-09-03,Montreal,Prairie Express,QC,Standard,Home & Kitchen,240.48,2025-09-05,2,True,2025-09-09,2025-09-08,True,0,accurate,11.15
ORD-037714,2025-12-20,Vancouver,CanParcel,BC,Standard,Home & Kitchen,191.79,2025-12-21,1,True,2025-12-26,2025-12-28,False,2,accurate,11.14
ORD-037715,2025-12-21,Calgary,NorthStar Logistics,AB,Standard,Apparel,81.08,2025-12-23,2,True,2025-12-27,2025-12-25,True,0,accurate,10.01
ORD-037716,2025-05-16,Toronto,NorthStar Logistics,ON,Standard,Apparel,69.61,2025-05-17,1,True,2025-05-22,2025-05-23,False,1,accurate,8.46
ORD-037717,2024-11-20,Montreal,Prairie Express,ON,Express,Grocery,51.8,2024-11-22,2,True,2024-11-23,2024-11-21,True,0,accurate,24.01
ORD-037718,2025-04-03,Calgary,CanParcel,AB,Priority,Electronics,63.37,2025-04-05,2,True,2025-04-05,2025-04-05,True,0,accurate,16.4
ORD-037719,2024-06-06,Toronto,Prairie Express,ON,Standard,Electronics,138.81,2024-06-07,1,True,2024-06-12,2024-06-12,True,0,accurate,9.92
ORD-037720,2024-05-10,Montreal,Prairie Express,NL,Standard,Apparel,25.6,2024-05-11,1,True,2024-05-16,2024-05-16,True,0,accurate,12.99
ORD-037721,2025-03-01,Calgary,NorthStar Logistics,SK,Standard,Grocery,23.51,2025-03-02,1,True,2025-03-07,2025-03-06,True,0,accurate,9.35
ORD-037722,2024-07-15,Toronto,NorthStar Logistics,ON,Priority,Apparel,119.06,2024-07-16,1,True,2024-07-17,2024-07-15,True,0,accurate,18.07
ORD-037723,2024-11-16,Montreal,CanParcel,QC,Priority,Grocery,162.85,2024-11-17,1,True,2024-11-18,2024-11-17,True,0,accurate,16.4
ORD-037724,2024-03-25,Toronto,CanParcel,ON,Standard,Apparel,119.66,2024-03-26,1,True,2024-03-31,2024-03-31,True,0,accurate,9.3
ORD-037725,2024-04-05,Toronto,CanParcel,ON,Standard,Electronics,143.37,2024-04-05,0,True,2024-04-11,2024-04-09,True,0,accurate,10.65
ORD-037726,2025-12-14,Montreal,Prairie Express,QC,Priority,Electronics,113.94,2025-12-16,2,True,2025-12-16,2025-12-16,True,0,accurate,15.24
ORD-037727,2024-05-17,Montreal,BudgetHaul,ON,Standard,Health & Personal Care,69.6,2024-05-20,3,False,2024-05-23,2024-05-23,True,0,accurate,10.72
ORD-037728,2025-03-16,Toronto,CanParcel,NL,Express,Apparel,46.53,2025-03-17,1,True,2025-03-19,2025-03-18,True,0,accurate,34.39
ORD-037729,2025-04-13,Montreal,Maple Freight,NB,Standard,Apparel,70.31,2025-04-14,1,True,2025-04-19,2025-04-23,False,4,accurate,15.3
ORD-037730,2024-02-26,Calgary,Maple Freight,AB,Standard,Apparel,52.76,2024-02-27,1,True,2024-03-03,2024-03-03,True,0,accurate,8.21
ORD-037731,2024-09-06,Vancouver,Prairie Express,BC,Standard,Electronics,98.36,2024-09-08,2,True,2024-09-12,2024-09-10,True,0,accurate,10.63
ORD-037732,2024-12-16,Toronto,CanParcel,QC,Standard,Apparel,97.45,2024-12-17,1,True,2024-12-22,2024-12-22,True,0,accurate,11.65
